"estrutura","num","complexo","operador","tipo","estrutura_maior","contrato","contrato_status","contrato_ativo","instalada","removida","vida_anos","lamina_m","lat","lon"
"5","1","22661","El Paso Production Company","CAIS","N","G03148","TERMIN","N","1982-01-01","2004-10-27","22.8","25","29.244769","-91.649474"
"2","1","22869","El Paso Production Company","CAIS","N","G04857","TERMIN","N","1983-01-01","1988-08-27","5.7","15","29.258509","-91.56354"
"1","1","22980","El Paso Production Company","CAIS","N","G04858","TERMIN","N","1984-01-01","1988-05-16","4.4","18","29.259491","-91.57109"
"5","1","23012","El Paso Production Company","CAIS","N","00479","TERMIN","N","1983-01-01","1991-12-31","9","21","29.247111","-91.581405"
"B","1","22518","El Paso Production Company","CAIS","N","G04099","TERMIN","N","1981-01-01","1989-05-18","8.4","44","29.511932","-92.878259"
"D","1","22658","El Paso Production Company","FIXED","Y","G03537","TERMIN","N","1982-01-01","2002-08-08","20.6","125","28.614865","-92.769392"
"D","1","23177","El Paso Production Company","CAIS","N","G04203","TERMIN","N","1985-01-01","1989-05-18","4.4","40","29.53184","-92.843722"
"G","1","23696","El Paso Production Company","WP","N","G04100","TERMIN","N","1988-01-01","1994-08-30","6.7","121","28.582592","-92.762865"
"1","1","20133","El Paso Production Company","FIXED","Y","00251","TERMIN","N","1969-01-01","1988-12-03","19.9","33","29.46631","-93.424945"
"A","1","21218","El Paso Production Company","FIXED","Y","00251","TERMIN","N","1968-01-01","2005-08-06","37.6","40","29.466307","-93.424942"
"D","1","21707","El Paso Production Company","WP","N","00253","TERMIN","N","1960-01-01","1985-12-31","26","40","29.424814","-93.416263"
"5(7)","1","21743","El Paso Production Company","WP","N","G04146","TERMIN","N","1980-01-01","1999-05-09","19.4","45","29.54555436","-93.79904664"
"A","1","22047","El Paso Production Company","FIXED","Y","G03277","TERMIN","N","1977-01-01","2001-03-10","24.2","65","29.070753","-93.42737"
"A-AUX","2","22047","El Paso Production Company","FIXED","N","G03277","TERMIN","N","1980-01-01","2001-01-15","21","65","29.070616","-93.427304"
"B","1","22163","El Paso Production Company","FIXED","Y","G03276","TERMIN","N","1978-01-01","2000-09-14","22.7","66","29.079559","-93.409864"
"E-PRD","1","22415","El Paso Production Company","FIXED","Y","G04144","TERMIN","N","1980-01-01","2000-07-09","20.5","29","29.634917","-93.761732"
"E","2","22415","El Paso Production Company","WP","N","G04144","TERMIN","N","1980-01-01","2000-07-09","20.5","29","29.634408","-93.761865"
"A","1","22489","El Paso Production Company","CAIS","N","G04146","TERMIN","N","1981-01-01","1999-08-02","18.6","32","29.554312","-93.789506"
"B","1","22542","El Paso Production Company","FIXED","Y","G04146","TERMIN","N","1982-01-01","1999-07-13","17.5","54","29.547846","-93.788838"
"C","1","22543","El Paso Production Company","FIXED","Y","G04146","TERMIN","N","1981-01-01","1999-06-14","18.4","45","29.549405","-93.775488"
"E","1","22720","El Paso Production Company","FIXED","Y","00253","TERMIN","N","1983-01-01","1991-05-27","8.4","42","29.411672","-93.423548"
"A","1","22836","El Paso Production Company","FIXED","Y","G04092","RELINQ","N","1983-01-01","2001-07-08","18.5","77","28.919403","-93.390567"
"1","1","23061","El Paso Production Company","CAIS","N","G02838","TERMIN","N","1985-01-01","2001-08-31","16.7","80","29.008699","-93.481538"
"1","1","23671","El Paso Production Company","CAIS","N","G04767","TERMIN","N","1988-01-01","2000-01-19","12","73","28.913344","-93.352614"
"B","1","23799","El Paso Production Company","CAIS","N","G02838","TERMIN","N","1994-01-01","2000-07-23","6.6","81","29.017204","-93.501266"
"6","1","29026","El Paso Production Company","CAIS","N","G04754","TERMIN","N","1994-12-18","2005-08-05","10.6","37","29.47150923","-93.42195099"
"3","1","28024","El Paso Production Company","CAIS","N","G04078","TERMIN","N","1985-01-01","1997-11-04","12.8","36","29.45419381","-93.78677728"
"7","1","23019","Newfield Exploration Company","CAIS","N","G03577","TERMIN","N","1984-01-01","2002-06-14","18.5","27","28.968283","-90.836478"
"9","1","23034","Newfield Exploration Company","CAIS","N","G03577","TERMIN","N","1984-01-01","2002-06-04","18.4","30","28.9771","-90.841125"
"11","1","23084","Newfield Exploration Company","CAIS","N","G03577","TERMIN","N","1985-01-01","2002-06-17","17.5","30","28.952847","-90.835303"
"3","1","23094","Newfield Exploration Company","CAIS","N","G06736","TERMIN","N","1985-01-01","2006-05-31","21.4","28","28.980085","-90.830634"
"D","1","23179","Newfield Exploration Company","FIXED","Y","G01014","TERMIN","N","1985-01-01","2002-07-30","17.6","43","28.743939","-91.008294"
"10","1","23509","Newfield Exploration Company","CAIS","N","G03577","TERMIN","N","1985-01-01","2002-06-21","17.5","26","28.947807","-90.831871"
"A","1","23905","Newfield Exploration Company","FIXED","Y","G05516","TERMIN","N","1990-01-01","2003-08-22","13.6","260","28.235607","-91.41132"
"A","1","23948","Newfield Exploration Company","WP","N","G11986","RELINQ","N","1991-01-01","1993-10-05","2.8","100","28.57097358","-91.23017307"
